gene,z,logFC,pvals,p_adj,is_known_marker
Pccb,5.946314,0.85277975,2.742482893987572e-09,1.9461764964044544e-08,False
Sat1,5.945367,0.7767699,2.758384264147465e-09,1.9567352272616137e-08,False
Tox,5.9416957,0.96538806,2.8208902056903593e-09,1.9981131623503994e-08,False
Eif3c,5.934785,0.21232016,2.9423115108191576e-09,2.0833481319115004e-08,False
Slc25a33,5.9293857,0.9863195,3.040698605969997e-09,2.1514207253108976e-08,False
Bhlhe40,5.928223,2.9806888,3.0623051762458093e-09,2.165907567190264e-08,False
Cox18,5.926512,0.7319266,3.0943697521492794e-09,2.1877777128328427e-08,False
Sypl,5.9246016,0.65601116,3.1305562947882e-09,2.2117281995552365e-08,False
Uqcr10,5.9225082,0.1964628,3.1706772096179855e-09,2.23842091902909e-08,False
Ric3,5.9194517,0.63444525,3.230167190683322e-09,2.279578534752511e-08,False
Nckap1,5.91377,0.4209889,3.3436413061339564e-09,2.3579200795172366e-08,False
Wdr89,5.9088864,0.45457557,3.4442836951294935e-09,2.4279979978299585e-08,False
Fam120c,5.9073415,1.2629517,3.4767291232434886e-09,2.4499675511692607e-08,False
B4gat1,5.905049,0.8188882,3.525422934565618e-09,2.4815398876296932e-08,False
Fam174b,5.904733,2.414881,3.532178935671402e-09,2.4853813474196677e-08,False
Psmb2,5.896676,0.22542018,3.7089655160857534e-09,2.6078578623205446e-08,False
Zfp521,5.891842,2.7765532,3.8191406906613595e-09,2.6823682083878077e-08,False
B3glct,5.8896494,1.0223672,3.870161186501673e-09,2.7162088356602684e-08,False
Rab11fip2,5.887772,0.41568932,3.914364384436908e-09,2.7452187597558805e-08,False
Bop1,5.886111,0.7070522,3.95389182841325e-09,2.7719243847619484e-08,False
Alg3,5.87626,1.0312029,4.196396490885748e-09,2.9365569447554787e-08,False
Fam98b,5.874482,0.29498833,4.241669092314737e-09,2.9671529516744064e-08,False
Selenbp1,5.870545,1.486795,4.343644759434179e-09,3.036267971176434e-08,False
Dnaja3,5.8696814,0.86164355,4.366336276346923e-09,3.050818708292811e-08,False
Clstn1,5.8696313,0.6349537,4.367648916203722e-09,3.050818708292811e-08,False
P4ha1,5.8685684,0.97525376,4.395743561756259e-09,3.068203356252846e-08,False
A230050P20Rik,5.863983,1.5874836,4.5189295535148655e-09,3.1507392613741715e-08,False
Sptssa,5.8629866,0.30185452,4.546150294657041e-09,3.168564111050295e-08,False
Set,5.8541985,0.16942683,4.793153912402453e-09,3.3358608265262015e-08,False
Lbh,5.85282,0.8099769,4.833075569504335e-09,3.361200338835155e-08,False
Qdpr,5.8480687,0.45183232,4.973130524707041e-09,3.454836483207552e-08,False
Gnpnat1,5.8476367,0.8866788,4.986056860582898e-09,3.46130367264041e-08,False
Rpp38,5.84664,0.71244234,5.016011761256332e-09,3.480835717863848e-08,False
Sfxn2,5.825958,0.91527236,5.678596442069526e-09,3.934926042895317e-08,False
Tsacc,5.820592,1.8597313,5.863954137759955e-09,4.0618971495688666e-08,False
Rtcb,5.818582,0.34715298,5.9348960016911755e-09,4.109550455006057e-08,False
Eif2b3,5.8138804,0.877692,6.1040931871252195e-09,4.222126473017332e-08,False
Slc22a17,5.8131995,0.5720576,6.128991731341367e-09,4.2378169344704626e-08,False
Irak1,5.812053,0.56740224,6.171117355473669e-09,4.265403216555094e-08,False
Cluh,5.8103256,1.0765564,6.235143683184901e-09,4.308101622833062e-08,False
Tagln2,5.79775,1.3336751,6.7210479670625314e-09,4.640481134257208e-08,False
Odc1,5.796255,0.2736593,6.781210761499452e-09,4.680331509712875e-08,False
Lamtor2,5.7947598,0.28396767,6.8418971927443626e-09,4.720514433018542e-08,False
Sirt2,5.7917533,0.41222805,6.965547770632936e-09,4.8006344538042406e-08,False
Smpd2,5.79064,0.9619856,7.0118678804429426e-09,4.83081855161258e-08,False
Inhbb,5.790042,1.3359172,7.03687987562294e-09,4.846306007180549e-08,False
Rars,5.784078,0.38432643,7.291099592048007e-09,5.0177761629703994e-08,False
BC004004,5.782583,0.6434328,7.356218614056115e-09,5.060771677010064e-08,False
Mrpl33,5.7729645,0.2774032,7.788878839097897e-09,5.354574428932998e-08,False
Appl2,5.770988,0.97268474,7.880818736207533e-09,5.4158344629183476e-08,False
Polr3g,5.7664194,1.8915577,8.097340182242473e-09,5.558643965134099e-08,False
L2hgdh,5.7613196,1.0478956,8.345891248356074e-09,5.7251617420174514e-08,False
Extl3,5.7603226,0.9489956,8.395327164493982e-09,5.757010627060205e-08,False
Rnf138,5.7596583,0.5150379,8.428442485013345e-09,5.777649022946648e-08,False
Strap,5.758346,0.27339777,8.494218746546449e-09,5.8206535119997305e-08,False
Nop2,5.757831,0.84311116,8.520165794510526e-09,5.8363440637486385e-08,False
Gfra1,5.7554555,1.7727716,8.640857983000713e-09,5.9169009279660333e-08,False
Slit1,5.7514353,0.77113616,8.848902983690959e-09,6.05719435639704e-08,False
Ackr3,5.751252,0.9770728,8.85847437678993e-09,6.061578158647926e-08,False
Pitpnm2,5.7507706,1.5169506,8.883756318887077e-09,6.076705224702635e-08,False
Spcs3,5.7474318,0.5949629,9.060924422828903e-09,6.193465447447228e-08,False
Rab26os,5.746086,1.0559334,9.133287366955978e-09,6.240699282976453e-08,False
Ninj1,5.7410526,2.3766131,9.408993035179938e-09,6.421808516176948e-08,False
Abhd2,5.7410026,0.6865203,9.411762833939254e-09,6.421808516176948e-08,False
Eif2s1,5.739707,0.2888671,9.48405644497713e-09,6.46882951890297e-08,False
Tvp23b,5.739441,0.537669,9.498952481072697e-09,6.476681565203076e-08,False
Dennd1a,5.7393246,0.64474064,9.505476646042762e-09,6.478821849309558e-08,False
Cplx2,5.7379127,0.71040124,9.585047053228916e-09,6.530730350720835e-08,False
Cebpzos,5.736268,0.5007767,9.678539544248924e-09,6.592084282469045e-08,False
Mpc1,5.7356534,0.22737166,9.713708236749704e-09,6.613684167312436e-08,False
Dhrs1,5.733826,0.6072357,9.818998982629262e-09,6.682583603831507e-08,False
Ifitm3,5.733776,2.3516793,9.821886032487605e-09,6.682583603831507e-08,False
Trmt61a,5.7325635,1.2423534,9.892392442610278e-09,6.728162720650963e-08,False
Txnl4a,5.7300715,0.28906453,1.0038815988958968e-08,6.820479205278157e-08,False
Rpl27,5.722696,0.18280117,1.0484683470285273e-08,7.113305811336046e-08,False
Sox1,5.7056684,0.27836996,1.1588746873431371e-08,7.851222173826656e-08,False
Ift122,5.7046714,0.77768344,1.1656761637139326e-08,7.894506757721498e-08,False
Ahcyl2,5.7043724,1.4303621,1.1677241597207506e-08,7.902783837657513e-08,False
Dnph1,5.7042065,0.56553954,1.1688634456580599e-08,7.907697945015768e-08,False
Elovl6,5.7001696,0.6317528,1.1968824916792554e-08,8.082968951393532e-08,False
2900026A02Rik,5.7001696,2.036196,1.1968824916792554e-08,8.082968951393532e-08,False
Plxnb1,5.69806,0.646675,1.2117847716965986e-08,8.177838062588576e-08,False
Prodh,5.6956844,2.3354394,1.228780328903063e-08,8.28961110852158e-08,False
Mvb12a,5.694189,0.6202215,1.2395953498387566e-08,8.356680310166947e-08,False
Pprc1,5.693807,1.0694661,1.242373992603899e-08,8.369516312722993e-08,False
Eif2ak2,5.6897206,1.1307439,1.2724744830085932e-08,8.569278370971662e-08,False
Gnptab,5.6880093,1.021707,1.2852869184356894e-08,8.652517176201428e-08,False
Cdc26,5.6864977,0.27891192,1.2967108633008394e-08,8.726353450321647e-08,False
Crtap,5.6837897,1.9474351,1.3174206290784054e-08,8.862605771504955e-08,False
Rbp1,5.67766,0.9581027,1.3654976015081762e-08,9.17313394007195e-08,False
Cyp2j9,5.6706166,2.2473245,1.4228463817867042e-08,9.555037509128327e-08,False
Timp3,5.664437,1.4725686,1.4750833666337019e-08,9.898885187237876e-08,False
Luc7l3,5.6571937,0.21979636,1.5386807149489323e-08,1.0311208054414432e-07,False
Maoa,5.656878,0.62229306,1.5415118777665562e-08,1.032133795338706e-07,False
Tusc3,5.6568446,0.455884,1.54181018907642e-08,1.032133795338706e-07,False
Dap3,5.6559477,0.36548373,1.5498858230383005e-08,1.0371770897597913e-07,False
Spire1,5.652459,0.44111124,1.5816834155759226e-08,1.0577162435607123e-07,False
Aagab,5.651911,0.992271,1.5867374440989224e-08,1.0607253909398978e-07,False
Xrcc6,5.6497846,0.4670707,1.6064897749175623e-08,1.0728055757902033e-07,False
Ipo7,5.649668,0.3621505,1.6075768399173316e-08,1.0731570679866694e-07,False
Fgd6,5.6450005,1.5404061,1.6518096218038397e-08,1.101532555808491e-07,False
4930430F08Rik,5.639751,0.9110009,1.7029642305400958e-08,1.1352501709615776e-07,False
Scfd1,5.6369767,0.4800325,1.7306164793130608e-08,1.152880918815617e-07,False
Arl4a,5.6351824,0.58291817,1.7487310240753213e-08,1.1645429043068049e-07,False
Gpatch2,5.6341357,0.7262451,1.759382731103783e-08,1.1712287335859235e-07,False
Atad1,5.6315446,0.4521453,1.7860302668415764e-08,1.1885547036537182e-07,False
Rilpl2,5.6246834,0.9398292,1.8584841702680957e-08,1.2350530741236488e-07,False
Csmd2,5.6226735,1.274738,1.880246751201239e-08,1.2490816581478832e-07,False
Rsu1,5.6184707,0.6483582,1.9265528387004894e-08,1.2789557675993294e-07,False
Rap1a,5.617972,0.34088936,1.932116566140063e-08,1.282204540893019e-07,False
Snd1,5.616643,0.65670586,1.9470295507396515e-08,1.2916533300383428e-07,False
4931406C07Rik,5.6125565,0.77735597,1.99359054041962e-08,1.3220834841680912e-07,False
Glod4,5.608104,0.41115993,2.0455458561531917e-08,1.356068657461584e-07,False
Sil1,5.604184,1.2543491,2.092384140233425e-08,1.385679586848703e-07,False
Psma7,5.603702,0.17132562,2.0982110286879753e-08,1.3890577958512335e-07,False
Mitd1,5.601144,0.66638607,2.129418729266582e-08,1.4092304654022515e-07,False
Gm20342,5.599732,1.0709171,2.1468362657315448e-08,1.420266135148152e-07,False
Lrrc73,5.599001,2.2759304,2.1559066471914847e-08,1.425773922619137e-07,False
Cog8,5.5973563,0.701869,2.1764512316642426e-08,1.438780109162003e-07,False
Poldip2,5.5965424,0.40628004,2.186689949236619e-08,1.444634412787009e-07,False
Cs,5.5914755,0.37758347,2.2514800102409194e-08,1.486411725284614e-07,False
Kat2a,5.5845647,0.7704172,2.342860910395691e-08,1.5446095406153336e-07,False
Irf3,5.580229,0.5951401,2.402020704969117e-08,1.583067295881678e-07,False
Ppil3,5.569265,0.49051034,2.558162482449076e-08,1.6848132054918398e-07,False
Tmem87a,5.569132,0.78924525,2.56011424257307e-08,1.6855186270590298e-07,False
Cln5,5.5637827,1.344535,2.63988355553307e-08,1.736841917131228e-07,False
Txndc15,5.563683,0.5354981,2.6413925940221583e-08,1.737237555223027e-07,False
Rnf180,5.563434,0.7497097,2.645168853423417e-08,1.7391235549869728e-07,False
Wasl,5.561806,0.41632903,2.6699696538889478e-08,1.7548265523963108e-07,False
Ankrd49,5.5545964,0.5581512,2.7825407655374806e-08,1.8263047912078823e-07,False
Acyp2,5.5542808,0.6240114,2.7875727860955373e-08,1.828248629481352e-07,False
Actn1,5.5542307,0.9963598,2.788368122397234e-08,1.828248629481352e-07,False
Psap,5.552071,0.33127326,2.8230449957397823e-08,1.8503513073104005e-07,False
Mgme1,5.5486326,0.6913926,2.8791265247393788e-08,1.8864636274216696e-07,False
Hspbp1,5.5429177,0.5483647,2.9747240461978445e-08,1.948434069821374e-07,False
Serhl,5.538499,1.4403964,3.050749743479586e-08,1.9975470181476497e-07,False
Mrps12,5.535924,0.34219363,3.095916138761271e-08,2.0264274616878235e-07,False
Cluap1,5.534147,0.5865368,3.127473299376012e-08,2.0463832983506835e-07,False
Dguok,5.5318375,0.45189643,3.168934414556432e-08,2.0720955162349013e-07,False
Iqce,5.528349,1.5570152,3.232586563779974e-08,2.1115520219858336e-07,False
Aebp2,5.5245943,0.4676853,3.30247382919197e-08,2.156466960658653e-07,False
Wdr34,5.52084,0.7861558,3.373825789587019e-08,2.20230735971712e-07,False
Pigx,5.516006,0.38881662,3.467904452821357e-08,2.2629465844714608e-07,False
Tmem178,5.5151587,0.73807156,3.484652438374976e-08,2.2723258268503805e-07,False
Plbd2,5.5139794,1.4465388,3.508098950559119e-08,2.2868360291127716e-07,False
Mzt2,5.498596,0.49721503,3.828263963167309e-08,2.492147754797929e-07,False
Ifitm2,5.489559,1.1422341,4.029379416551755e-08,2.6212879895779755e-07,False
Dmd,5.4845757,0.7527057,4.144632931263362e-08,2.6935188343446344e-07,False
Mrpl54,5.4842267,0.36467704,4.1528193015748604e-08,2.6979228992817804e-07,False
Epb41l4aos,5.482665,0.403094,4.189655611449206e-08,2.720930395233334e-07,False
Nr2c2ap,5.479492,0.5769358,4.265482260052339e-08,2.7682965403574674e-07,False
Tmem222,5.47818,0.44014713,4.297232611184129e-08,2.7870123668401575e-07,False
Cebpz,5.476851,0.32520014,4.3296183288494156e-08,2.806114635822857e-07,False
Acadsb,5.4761863,0.5513522,4.3458998024706586e-08,2.815713484071968e-07,False
Fpgs,5.469126,1.3554349,4.5225977873613814e-08,2.926233909814384e-07,False
Atpaf1,5.468412,0.7153576,4.5408586398256065e-08,2.937056218574596e-07,False
Hmga1,5.4659367,1.463383,4.6046892406550166e-08,2.9773360600302826e-07,False
Rpf2,5.4577966,0.41028646,4.8207949379799394e-08,3.1107617774105886e-07,False
Sh3glb2,5.4574976,0.74209154,4.828917877051187e-08,3.114953126015594e-07,False
Fez2,5.438676,2.4225595,5.367801237760821e-08,3.4555784692063355e-07,False
Alad,5.4379783,0.607563,5.3888585082897676e-08,3.467967820785402e-07,False
1810030O07Rik,5.4326954,0.6257064,5.550910550752376e-08,3.5674572542259815e-07,False
Asf1a,5.4198375,0.27961686,5.965322189450719e-08,3.831218167244876e-07,False
Sec31a,5.4150863,0.5297916,6.125911024310179e-08,3.9317173405188634e-07,False
Ndufb5,5.4100695,0.15180323,6.300028897111003e-08,4.0380526812393664e-07,False
Nr1d1,5.4078603,2.244096,6.37822194317e-08,4.085434731269432e-07,False
Sv2c,5.4055014,2.5106297,6.462743949338973e-08,4.136804563424703e-07,False
E2f4,5.4041886,0.6664529,6.510235476739831e-08,4.1658106582856444e-07,False
Gyg,5.4024115,1.1769218,6.575098841044599e-08,4.2031000908066995e-07,False
Atp1a1,5.4023447,0.7794442,6.577535739499881e-08,4.2032539738994394e-07,False
Slc15a2,5.3933907,1.7608335,6.914035390635993e-08,4.4138666891721904e-07,False
Hspa4l,5.392909,0.47951737,6.932605235957975e-08,4.424245802300757e-07,False
Dhx29,5.386829,0.56277907,7.17116231760134e-08,4.570392127757977e-07,False
Tef,5.386829,0.58792645,7.17116231760134e-08,4.570392127757977e-07,False
Sparc,5.385151,1.7948991,7.238381286011483e-08,4.611697051696863e-07,False
Uqcrc1,5.3845863,0.26001573,7.2611464484848e-08,4.6246616265407856e-07,False
Mcur1,5.3833737,0.60482496,7.31025912151991e-08,4.6543928585086346e-07,False
Atg3,5.37633,0.4317431,7.60194122603987e-08,4.834118637390335e-07,False
Bid,5.376313,1.4996362,7.602642300300386e-08,4.834118637390335e-07,False
Gatad2a,5.3762136,0.40167812,7.606850061024358e-08,4.835187755494692e-07,False
Slc35c2,5.3722434,0.828852,7.77630577890341e-08,4.941258841382216e-07,False
Bmpr1a,5.3651166,0.39188793,8.089689719153608e-08,5.136979812039844e-07,False
Plekhj1,5.362442,0.30992264,8.21042782524402e-08,5.211919673212117e-07,False
Rhbdd3,5.3594685,1.0994424,8.346713190485343e-08,5.289660389162218e-07,False
Thap3,5.356993,0.58307403,8.461825707666424e-08,5.357290182567902e-07,False
Polg,5.355382,0.5616751,8.537589241457451e-08,5.401683322057989e-07,False
Mgat4b,5.3543186,0.53827727,8.587936762155575e-08,5.431742289851141e-07,False
2700046A07Rik,5.348039,2.9700882,8.891216976788252e-08,5.617992793620018e-07,False
Snx24,5.3428564,1.5620579,9.149331679550221e-08,5.777270175351755e-07,False
Snx9,5.3424077,1.1369251,9.172006492775451e-08,5.789677845159279e-07,False
Dpy19l4,5.3422084,0.6260817,9.182101641596228e-08,5.794139245582269e-07,False
Pcbd2,5.3416433,0.45551643,9.210763014297809e-08,5.810309602196631e-07,False
Rnf130,5.341511,0.6301814,9.217519443325254e-08,5.812655836105504e-07,False
Zdhhc3,5.3395004,0.4475222,9.320297410031032e-08,5.875532678872989e-07,False
Limd1,5.337391,0.5377172,9.429364904888261e-08,5.936467595876857e-07,False
Mapk8ip1,5.337391,0.48358622,9.429364904888261e-08,5.936467595876857e-07,False
Pigh,5.335065,1.3893018,9.551028540980903e-08,6.009110297364679e-07,False
Mrpl38,5.333919,0.3793548,9.611549010142407e-08,6.043214077040589e-07,False
Tmem55a,5.3302474,0.5393673,9.807898946222908e-08,6.158575391461951e-07,False
Ctnnb1,5.322091,0.16891545,1.0258128077026964e-07,6.435537453243579e-07,False
Sf3b5,5.305512,0.20490102,1.1235726074852186e-07,7.03666758333102e-07,False
Mrps18b,5.3043823,0.4954365,1.130552045695128e-07,7.075747417449004e-07,False
Mnat1,5.302289,0.4727527,1.143595588169981e-07,7.152320685666935e-07,False
Dner,5.3022394,0.85753536,1.1439079167577454e-07,7.152320685666935e-07,False
Utp14a,5.3015747,0.4120688,1.148080193613977e-07,7.173720804955242e-07,False
Nphp1,5.2980366,0.7352556,1.1705467481498113e-07,7.309329270094369e-07,False
Chchd1,5.2973056,0.21781774,1.175240455610756e-07,7.33624497062435e-07,False
Wwc2,5.2918234,1.3841752,1.2110284113812437e-07,7.551853799732815e-07,False
Arrb1,5.2917733,1.1581523,1.211358543559211e-07,7.551853799732815e-07,False
Unc119,5.288318,0.64271426,1.2344612527192985e-07,7.690870415297739e-07,False
Phlpp1,5.2836337,0.7687087,1.2664649787719397e-07,7.88769060485394e-07,False
Ankrd24,5.2816067,1.0102488,1.2805579853646e-07,7.972868992157801e-07,False
Wrb,5.276955,0.55441564,1.3134786417329744e-07,8.175176495651185e-07,False
Hibch,5.275028,0.62502044,1.3273557444053508e-07,8.258862676259431e-07,False
Ctso,5.2657256,1.1751204,1.3963682581473214e-07,8.676977952169345e-07,False
Cfap97,5.265476,0.47455704,1.3982637243881156e-07,8.685936196385635e-07,False
Grcc10,5.2629013,0.39416015,1.4179965067322733e-07,8.805657087069753e-07,False
Nebl,5.262619,2.9890125,1.4201770672455962e-07,8.816337622450038e-07,False
Zfp800,5.2622533,0.48458073,1.4230037840311824e-07,8.831021213545006e-07,False
Mtmr11,5.2599277,3.461876,1.4411198999361536e-07,8.940549032375379e-07,False
Trpm7,5.257918,0.37519592,1.456956943090025e-07,9.035871333052491e-07,False
Shmt2,5.2569876,0.5031424,1.4643433383728226e-07,9.078738954686573e-07,False
Mrpl15,5.2535653,0.27689365,1.4918276479378728e-07,9.24614292548023e-07,False
Pnmal2,5.250509,1.2372265,1.516798042138816e-07,9.39482127135754e-07,False
Zfand6,5.2502594,0.28164503,1.5188513968332182e-07,9.404495918470063e-07,False
Fam81a,5.2495785,1.8080286,1.5244776250673487e-07,9.436279840285895e-07,False
Lgalsl,5.24501,0.7946679,1.5627388543049242e-07,9.669983489344308e-07,False
N6amt1,5.2436314,0.75763065,1.5744680905053326e-07,9.736266489234753e-07,False
Rgl1,5.238465,1.7419765,1.6191791769845323e-07,1.0006286815727145e-06,False
Gclc,5.237302,0.65150434,1.6294107351939828e-07,1.006626599770098e-06,False
Pecr,5.235873,1.1994388,1.642066538688833e-07,1.0141178278143135e-06,False
Sesn3,5.231172,0.44426635,1.684387512571625e-07,1.0395837666271633e-06,False
Tmem260,5.2276998,1.0093509,1.7163172616970376e-07,1.0586076723048535e-06,False
Man1c1,5.2250752,2.2758338,1.7408431633205753e-07,1.0730433913942831e-06,False
Glmn,5.223497,0.97788817,1.7557524994084676e-07,1.0818849673592616e-06,False
Secisbp2,5.2227163,0.62479985,1.7631742684924176e-07,1.0857590838055463e-06,False
Sdhd,5.220673,0.31378224,1.782741031485317e-07,1.0967496175376882e-06,False
Gna13,5.2185965,0.39087638,1.8028409558286373e-07,1.108758774216076e-06,False
Rnmt,5.2185135,0.38220614,1.803649492766322e-07,1.1088996993914113e-06,False
Ring1,5.213297,0.6987835,1.8551339383937362e-07,1.1390891384959164e-06,False
Diaph2,5.20833,0.93152565,1.9054775716769657e-07,1.1696258898115922e-06,False
Dnajb14,5.2022667,0.64150816,1.968725532917757e-07,1.2076742940549024e-06,False
Qars,5.201519,0.6585317,1.9766623283104945e-07,1.212154447341703e-06,False
Rad50,5.197698,0.47811303,2.017713571947378e-07,1.2369320965246915e-06,False
Eepd1,5.1973658,1.360137,2.0213219319920676e-07,1.2387473729233487e-06,False
Fkbp10,5.19715,3.8524368,2.023670709590121e-07,1.239789811486726e-06,False
Npl,5.1920667,2.0637918,2.079725305156286e-07,1.2729089419694966e-06,False
Acot2,5.1916013,1.3098007,2.0849287719538122e-07,1.2752781005568556e-06,False
Pus1,5.18798,0.74584514,2.125874030750183e-07,1.299077365087093e-06,False
Sdhaf4,5.1871495,0.4085251,2.1353741159574257e-07,1.304466173166587e-06,False
Taf12,5.183827,0.38320866,2.173786361059534e-07,1.3275078865449401e-06,False
Vgll4,5.1787767,0.3647652,2.233454691123588e-07,1.362642312190448e-06,False
Pno1,5.177498,0.5580024,2.2488174349863814e-07,1.3715779760422037e-06,False
Tfam,5.168261,0.36964253,2.362818721251858e-07,1.4392739499057704e-06,False
Pdcd11,5.167298,0.4467791,2.3750275871032088e-07,1.4462504928274997e-06,False
Twistnb,5.1668324,0.3464549,2.3809433139230527e-07,1.4493916693757413e-06,False
Fam199x,5.16665,0.83149904,2.3832712421458125e-07,1.450347481826032e-06,False
Pold2,5.1574965,0.43437856,2.502735285756172e-07,1.5211130718986147e-06,False
Cnnm3,5.1573634,0.6054945,2.5045116879089184e-07,1.5217094982504377e-06,False
Gbp7,5.147978,1.9114596,2.633098343818704e-07,1.5988219924602214e-06,False
Nmi,5.144838,1.1373179,2.6775184267791976e-07,1.6242480244097325e-06,False
Mipep,5.142263,0.9703034,2.7144869622711965e-07,1.6461522804470353e-06,False
Gsx1,5.139971,1.1392494,2.7478153377803553e-07,1.665308351797917e-06,False
Ptp4a2,5.1398544,0.22491656,2.749516397199399e-07,1.665811786198142e-06,False
2310061I04Rik,5.138326,0.78595436,2.7719679186418206e-07,1.677820809452429e-06,False
Gtpbp4,5.1326447,0.2895747,2.8569917354379673e-07,1.7281910500805073e-06,False
Lrrc58,5.1293554,0.23321293,2.90736140532288e-07,1.756993682869422e-06,False
Baz1a,5.1227603,0.48726383,3.0109511995259405e-07,1.819021307062089e-06,False
Ruvbl1,5.1179757,0.2889873,3.088320558341262e-07,1.8639977031249896e-06,False
Zhx3,5.108839,0.7150529,3.2414415421284273e-07,1.9533359469394194e-06,False
Amt,5.107809,1.2648478,3.2591552438921345e-07,1.9626744829760634e-06,False
Cldnd1,5.1077595,0.29125163,3.260014724583785e-07,1.9626744829760634e-06,False
Itgb1,5.105467,0.28488743,3.2997882436357684e-07,1.985370864349103e-06,False
Yipf3,5.1003833,0.4439066,3.3896596859792803e-07,2.038802537082258e-06,False
Med31,5.095516,0.3926352,3.477924543662364e-07,2.0912346164358774e-06,False
Dennd5a,5.0914626,0.38009828,3.553117607505105e-07,2.134435589768996e-06,False
Ndufaf6,5.08824,0.6487278,3.6140196414444725e-07,2.169658780351498e-06,False
Daam1,5.0849175,0.386012,3.677859531153876e-07,2.206600425290095e-06,False
Samm50,5.077259,0.34356368,3.8291830670337435e-07,2.295950335838309e-06,False
Lrrc9,5.0750666,1.5164812,3.873607221120617e-07,2.3218593362050574e-06,False
Serpine2,5.0727572,1.3229508,3.9209246924612884e-07,2.348630801271425e-06,False
Mvd,5.0727077,0.9472438,3.9219520564624453e-07,2.348630801271425e-06,False
Snap23,5.0704813,0.8335832,3.9681068458430245e-07,2.3747841439208767e-06,False
Scap,5.0700994,1.1233001,3.9760814580968723e-07,2.378812848593812e-06,False
Dhrs13,5.066129,1.0937455,4.05986864250005e-07,2.4259077723636733e-06,False
Foxp1,5.06382,0.3653543,4.10937926483566e-07,2.452429365440901e-06,False
Calr,5.0609794,0.2637767,4.1710875477150216e-07,2.4884801925099063e-06,False
Ankrd13c,5.0604806,0.45595112,4.182005346982634e-07,2.4942162772172214e-06,False
Xpc,5.0596337,0.74637747,4.2006289129850735e-07,2.5045432014212246e-06,False
Tmem243,5.058537,0.5268936,4.224848806853699e-07,2.5181993557886315e-06,False
Lrrn1,5.056311,0.50240356,4.27443766469723e-07,2.5469633394968954e-06,False
Impa2,5.0529222,1.277137,4.3510109057863606e-07,2.591783309238878e-06,False
Cct5,5.0508456,0.14365308,4.398582850854391e-07,2.6193054506067887e-06,False
1190007I07Rik,5.0506463,0.659747,4.403176064146976e-07,2.6212250914995013e-06,False
Fam102a,5.0469584,1.4762068,4.4889898215570606e-07,2.6714793592904408e-06,False
2010315B03Rik,5.045048,1.5669726,4.5340749503524965e-07,2.6957956034419516e-06,False
Rora,5.044417,1.3957815,4.5490684240728126e-07,2.7038702039853904e-06,False
Tmem230,5.0441675,0.5074821,4.555000056402623e-07,2.706555295855008e-06,False
Stx8,5.0388517,0.42244536,4.683333393689596e-07,2.7802207761112028e-06,False
Utp20,5.033918,0.7782318,4.805558223448589e-07,2.851009883403055e-06,False
Thy1,5.0308943,1.1216522,4.88197111053331e-07,2.8927568137615178e-06,False
Pdgfrl,5.027738,1.1386086,4.962992593229646e-07,2.938945397333608e-06,False
Erp44,5.0264587,0.48068053,4.996195535927714e-07,2.956777562217703e-06,False
Sike1,5.0258775,0.5217799,5.011358502534787e-07,2.9648343239571346e-06,False
Nol12,5.0233026,0.36453667,5.079043891891819e-07,3.0030219662316196e-06,False
Plcb3,5.0208936,1.6708354,5.143159991772154e-07,3.0381154037817054e-06,False
Galnt16,5.0203123,2.0634534,5.158752830448585e-07,3.0463860049970834e-06,False
Kcna2,5.0154614,1.6481067,5.290630356742499e-07,3.1223365525036904e-06,False
Ptges3l,5.015196,1.6733037,5.297949687410134e-07,3.1256923263669096e-06,False
Usp36,5.0127373,0.698878,5.36611797264524e-07,3.163959700507001e-06,False
Ak4,5.0098133,3.3548353,5.448284135061392e-07,3.2114170021847852e-06,False
Gfm1,5.007554,0.6364064,5.512605666143584e-07,3.2473302506716544e-06,False
Tada2a,5.0064745,0.5931765,5.543605555378904e-07,3.2645866684429796e-06,False
Med25,5.005511,0.51542866,5.571408836840611e-07,3.2799505914577806e-06,False
Tsr1,5.005079,0.61871487,5.583915972710036e-07,3.2863028229304234e-06,False
Ccdc39,5.004979,1.6424571,5.586806076627669e-07,3.2869929757324604e-06,False
Evc2,5.0044975,1.6871488,5.600795254705283e-07,3.2942108291273636e-06,False
Lingo1,5.0041986,4.0436034,5.609495172154256e-07,3.2983142273382582e-06,False
Ranbp1,5.001823,0.19325289,5.679075600842153e-07,3.338201103332861e-06,False
Comt,5.0015736,0.35403407,5.686422278940778e-07,3.3414932759179478e-06,False
Rbbp7,4.9967394,0.22320928,5.830774182439896e-07,3.424215620672512e-06,False
Pi4k2b,4.9898953,1.2755377,6.04120388147279e-07,3.5445309959383118e-06,False
Dbp,4.9873204,1.324059,6.122250020950786e-07,3.589881836733367e-06,False
Fuz,4.986706,1.2515163,6.141750901880965e-07,3.6002134919172983e-06,False
Nup210,4.986606,0.7201006,6.144918843192517e-07,3.6009675976687567e-06,False
Capn15,4.9756417,0.6907313,6.503176301801678e-07,3.805083804346753e-06,False
Nop14,4.9738145,0.36982062,6.564810316583118e-07,3.838799408771289e-06,False
Kdelr1,4.964445,0.29726663,6.889771479378e-07,4.023904069081951e-06,False
Rpa1,4.9614053,0.48107594,6.998502013175618e-07,4.084913999090215e-06,False
Cox17,4.961239,0.28791332,7.004490969888403e-07,4.0871631912406755e-06,False
