gene,z,logFC,pvals,p_adj,is_known_marker
Tenm3,7.7730823,1.6066285,7.659883665511315e-15,7.752644816193604e-14,False
Echdc1,7.76059,1.1937897,8.453516531354522e-15,8.546849069920454e-14,False
Mtch2,7.7595935,0.4043159,8.520216685651021e-15,8.609737441746298e-14,False
Aig1,7.7575336,1.6923591,8.659709221189512e-15,8.741464914786185e-14,False
Surf4,7.7572675,0.73284876,8.677871183002501e-15,8.755180631074585e-14,False
Gstz1,7.7545266,0.7799717,8.867366805116337e-15,8.941650857909461e-14,False
Tor2a,7.7493267,0.7733768,9.238090602632916e-15,9.310574831163317e-14,False
Lpp,7.7418847,2.5545666,9.795386674088056e-15,9.867047660809016e-14,False
Polr2e,7.7319837,0.34200522,1.0588350488291992e-14,1.0654597265794976e-13,False
Unc50,7.7311864,0.6258455,1.0654894983230123e-14,1.0715924071678473e-13,False
Cecr2,7.7233453,0.8488622,1.1331564164962951e-14,1.1390483537459343e-13,False
Dph5,7.7203717,1.1272339,1.1599093577501136e-14,1.164716956871953e-13,False
Tecr,7.7169,0.33059144,1.1919332211455076e-14,1.1962459318040832e-13,False
Iars2,7.7082944,1.0583069,1.2751013816511292e-14,1.2770363863642576e-13,False
Psmg1,7.705238,0.7345832,1.3059972308720018e-14,1.3072950314675338e-13,False
Tram1,7.6912007,0.63052773,1.4576072573394495e-14,1.456769989463171e-13,False
Hadhb,7.6834927,0.5241061,1.548090676878194e-14,1.5447814110934177e-13,False
Hint3,7.6830106,1.0122422,1.5539258583992488e-14,1.5497960919178335e-13,False
Eif3b,7.6798043,0.46425068,1.5933149904905953e-14,1.5874261115564552e-13,False
Chchd6,7.67208,0.5615054,1.6922955677147488e-14,1.6842873047578045e-13,False
Mif4gd,7.66183,2.1915252,1.8330208070642125e-14,1.8224511805923097e-13,False
Eif2s2,7.661365,0.29153123,1.8396730458512348e-14,1.8281153906825953e-13,False
Clptm1l,7.6553016,0.69283044,1.928593181068028e-14,1.9144888429699682e-13,False
Car14,7.65359,2.1812792,1.9544416514657116e-14,1.9391424970141138e-13,False
Nudt1,7.6441545,0.814761,2.103225719464954e-14,2.0856806758984328e-13,False
Ndufs6,7.6412973,0.3103555,2.1504387788951074e-14,2.1302923286373427e-13,False
Sdhb,7.6309147,0.33419925,2.330940163780605e-14,2.306714777383506e-13,False
Tmed5,7.62417,0.6070059,2.4560944204796144e-14,2.429312202251129e-13,False
Ipo5,7.6125083,0.51710886,2.6882708467929576e-14,2.6575834574778105e-13,False
Rpl21,7.6116943,0.13898794,2.7052598431924868e-14,2.6729978388673727e-13,False
Rps23,7.60799,0.13217002,2.783920533372931e-14,2.747883191759903e-13,False
Gm26917,7.605614,0.59232,2.8355414462652018e-14,2.7973931824778195e-13,False
Efemp2,7.603305,1.7604395,2.886620287139268e-14,2.844851991532361e-13,False
Uck2,7.591776,0.8103637,3.1554992350543154e-14,3.1066409392852127e-13,False
Lage3,7.590962,0.47002012,3.175388217401825e-14,3.123008997577263e-13,False
Thumpd3,7.583769,0.6634133,3.356585829857679e-14,3.2961362851537257e-13,False
Pnpla2,7.5796824,1.0797815,3.46401966890784e-14,3.3964073997554894e-13,False
Mrps34,7.5620236,0.55572534,3.968465946039628e-14,3.885036815409332e-13,False
Tbcel,7.546209,1.0158291,4.481119795232152e-14,4.382429829379057e-13,False
2310039H08Rik,7.5438166,0.7667789,4.5641335178458804e-14,4.4590582643212e-13,False
Scamp2,7.5433345,0.69677806,4.581033566901788e-14,4.473285787598639e-13,False
Rhbdd2,7.5409923,1.1793486,4.664083636848871e-14,4.552060006407473e-13,False
Spry2,7.5396967,0.96730113,4.710660392921477e-14,4.592833889970665e-13,False
Rcl1,7.529447,1.1858491,5.0955721094306035e-14,4.960536856683231e-13,False
Cdk2ap1,7.529015,0.3455198,5.112453714294789e-14,4.974440856018707e-13,False
Arntl,7.524696,2.0059443,5.2843232647261695e-14,5.139058077418402e-13,False
Arl6ip5,7.523832,0.71489346,5.319372679533381e-14,5.170516694443341e-13,False
Tmem208,7.523583,0.46070153,5.329525494429846e-14,5.177755758268671e-13,False
Klf9,7.5166054,0.8728386,5.6216692348442255e-14,5.456040947549881e-13,False
Cdk6,7.5091963,0.49843258,5.949137564707837e-14,5.768011339966732e-13,False
Ftsj3,7.5068874,0.72652483,6.054977285083116e-14,5.867656215655988e-13,False
Osgep,7.506771,0.49881044,6.060356024624843e-14,5.869896455227473e-13,False
Tln2,7.49898,1.4964485,6.431636802333042e-14,6.220065526015771e-13,False
Rhcg,7.497568,3.337013,6.50128009978763e-14,6.284242415648255e-13,False
Rlbp1,7.495624,1.3552542,6.598355959996605e-14,6.374857885834176e-13,False
Wwp1,7.4898596,0.8515653,6.894722218387056e-14,6.651113333553925e-13,False
Hip1,7.487152,0.70237535,7.038417248706617e-14,6.786310716523724e-13,False
Sdad1,7.4870853,0.8104471,7.041980263660307e-14,6.786327304440816e-13,False
3110082J24Rik,7.482384,1.7914224,7.298615481559916e-14,7.026569502091309e-13,False
Nudt5,7.480407,0.48095196,7.409254965806725e-14,7.125916120129393e-13,False
Tmed1,7.4690943,0.71896535,8.074856105983053e-14,7.758266617088838e-13,False
Gsr,7.4686127,0.7245527,8.104468587692229e-14,7.781854083463145e-13,False
mt-Atp8,7.468563,0.347569,8.107538033557401e-14,7.781854083463145e-13,False
Sdha,7.4569507,0.3972225,8.854769053076971e-14,8.482053298640648e-13,False
Ctdsp1,7.456004,1.0358478,8.918604710304781e-14,8.538928241646984e-13,False
Ech1,7.454193,0.5853977,9.041938465349648e-14,8.652683014416346e-13,False
Fgfrl1,7.449542,1.9434046,9.366495218171145e-14,8.954313285743134e-13,False
Pigt,7.443927,0.7506913,9.773562212780459e-14,9.338802156285832e-13,False
Fam19a5,7.4343085,1.7168558,1.0511650192597427e-13,1.0039045560684738e-12,False
Tmem42,7.4311686,1.3199424,1.0764237008352014e-13,1.0270026525565762e-12,False
Syt11,7.4303546,0.37966394,1.0830690281915652e-13,1.0328280084981745e-12,False
Olfm2,7.420188,2.5596082,1.1695427033305583e-13,1.1147349501515714e-12,False
Cib1,7.3954024,0.845277,1.4098066702516497e-13,1.3397363387262327e-12,False
Rnaset2a,7.382644,1.2774463,1.5517633553339014e-13,1.4724441674633386e-12,False
Pus3,7.381581,0.8768607,1.5642080432180447e-13,1.483517231870672e-12,False
Dio2,7.379222,2.9160538,1.592170911943483e-13,1.5092897020151719e-12,False
Clybl,7.370916,2.2182314,1.6945970262676774e-13,1.6047942843016863e-12,False
Immt,7.363806,0.3632046,1.78739581334448e-13,1.6910019017103313e-12,False
0610037L13Rik,7.353772,0.4917968,1.9269022993735602e-13,1.8211843509980526e-12,False
Mphosph10,7.3503165,0.51605654,1.9773777774106024e-13,1.867968079065228e-12,False
Myo6,7.3400836,0.5804849,2.1346057827999437e-13,2.0135150358308586e-12,False
Arl2,7.3399673,0.62658304,2.1364612289720302e-13,2.0142724857781124e-12,False
Mrpl22,7.326827,0.51174873,2.3566582218862884e-13,2.2196890604666177e-12,False
Cd302,7.3196507,2.60921,2.4861772062611667e-13,2.3382282825863622e-12,False
Slc7a2,7.3129888,1.5646832,2.6126456897436815e-13,2.4535537711483966e-12,False
Tmcc3,7.3117595,1.7890635,2.636665072442388e-13,2.474896165839866e-12,False
Tpp1,7.3103976,1.3812894,2.6635345302998444e-13,2.4988915380102316e-12,False
Eif3d,7.3082213,0.35267842,2.7070191740833384e-13,2.5384438987153853e-12,False
Erf,7.306942,1.9336909,2.732903453573022e-13,2.561461273160336e-12,False
Cetn2,7.303786,0.47191426,2.797818307888916e-13,2.6197379938691764e-12,False
Extl2,7.3007126,1.3030014,2.862479227235187e-13,2.678972612716589e-12,False
Dll3,7.2998652,0.8189887,2.880561283345593e-13,2.694577830007395e-12,False
Ktn1,7.2991176,0.34880272,2.8966091742823245e-13,2.7082659006638696e-12,False
Alg5,7.2975397,0.67141,2.9307769731888426e-13,2.7388740473565068e-12,False
Gpr180,7.2970247,0.93723786,2.942011893385246e-13,2.748031509394838e-12,False
Vmp1,7.2945495,0.6264519,2.9966050065532525e-13,2.79629562264372e-12,False
Gm10076,7.2885356,0.47278288,3.1334198376210884e-13,2.922540071746102e-12,False
Adh5,7.2793326,0.28769308,3.3547603226605374e-13,3.121378600651435e-12,False
Aard,7.275279,2.2395158,3.457050708834163e-13,3.2149899667821696e-12,False
Tpd52,7.2642317,1.070232,3.751639294414766e-13,3.482183533259176e-12,False
Ctsf,7.252354,1.4269606,4.095893057148417e-13,3.79068168378934e-12,False
Pinx1,7.2516565,0.7586774,4.1170524080705314e-13,3.80842271812769e-12,False
Rps29,7.2306585,0.1411476,4.80657684309344e-13,4.437678446693939e-12,False
Ptges3,7.2266717,0.23833977,4.949752942176661e-13,4.565461280015379e-12,False
Slc25a37,7.2234654,1.6505921,5.067920833994374e-13,4.672203123401653e-12,False
Ptgr2,7.219661,1.1185175,5.211726989025497e-13,4.800742454800702e-12,False
Nop56,7.21697,0.36144617,5.315870863447963e-13,4.893720656831677e-12,False
Ubxn2a,7.21182,0.665672,5.520885627600385e-13,5.075131125199028e-12,False
Cdh10,7.198896,1.9209944,6.07021069769961e-13,5.574748682498697e-12,False
Cyp20a1,7.198763,0.96231484,6.076129125511968e-13,5.577507689840458e-12,False
Ston2,7.198447,1.7677889,6.090208105130237e-13,5.587751338642743e-12,False
Dtx1,7.1966863,1.166269,6.169343708702019e-13,5.654936266324135e-12,False
Gtf2i,7.195673,0.3776923,6.21534071082041e-13,5.694370792934027e-12,False
Ier3ip1,7.194992,0.3839471,6.246445744651399e-13,5.7201303878891445e-12,False
Cers2,7.1929154,0.746188,6.342224373794523e-13,5.805061324249324e-12,False
Slc50a1,7.191354,0.98564804,6.41519822151705e-13,5.869047741950996e-12,False
Psmb5,7.1892276,0.27528933,6.515893743708149e-13,5.955477094595524e-12,False
Ndufab1,7.182832,0.2597913,6.828211230216304e-13,6.237953925303573e-12,False
Myo18a,7.1820345,0.63337576,6.868165337020322e-13,6.271460705402288e-12,False
Pgrmc2,7.181802,0.57352686,6.879861785399653e-13,6.27914519364635e-12,False
D10Wsu102e,7.1799746,0.5191527,6.972445361410111e-13,6.3545538939061e-12,False
Fzd2,7.1799746,0.63676417,6.972445361410111e-13,6.3545538939061e-12,False
mt-Nd4l,7.1758876,0.2926524,7.183944400920926e-13,6.544193807197792e-12,False
Rps16,7.1758213,0.11069867,7.187434922587271e-13,6.544258657630721e-12,False
Hint2,7.1617675,0.6767778,7.964348428149006e-13,7.237875810367703e-12,False
Trp53i13,7.1608706,1.1342589,8.016645651264625e-13,7.281944998554991e-12,False
Phactr2,7.159159,2.3263428,8.117334053968786e-13,7.369907801656005e-12,False
Tomm20,7.1525974,0.2047604,8.515106411976807e-13,7.727388412462025e-12,False
Pcca,7.1525145,0.9516151,8.52026215647422e-13,7.728402720983891e-12,False
Fgfr2,7.140138,1.408228,9.323712614134986e-13,8.445174430758613e-12,False
mt-Co2,7.1347394,0.13371405,9.69708324613724e-13,8.779208904816492e-12,False
Fgfr1,7.121632,1.2390003,1.0665641625224745e-12,9.637852458223626e-12,False
Ppie,7.1213164,0.51808584,1.0690099259012774e-12,9.6553945124231e-12,False
Mfap2,7.116117,0.45685926,1.110101862075578e-12,1.0021811102954946e-11,False
Yae1d1,7.1116815,0.43137994,1.1463767355639453e-12,1.034441505985778e-11,False
Utp18,7.1074953,0.5333109,1.1816794255711094e-12,1.065794652497901e-11,False
Uri1,7.1024947,0.57170916,1.2252464955930988e-12,1.104048619545966e-11,False
Spsb4,7.102179,1.8897173,1.2280488509131443e-12,1.1060530333000785e-11,False
Chid1,7.0876102,1.0115649,1.3644764921860126e-12,1.2266188625621463e-11,False
Ptdss2,7.086746,0.7935491,1.37301694149124e-12,1.2337169597746874e-11,False
Arsk,7.0859823,1.2385855,1.3806156599183664e-12,1.2393810091546724e-11,False
Ccdc80,7.082693,3.8347423,1.4137969471000192e-12,1.2679784334839393e-11,False
Tspan18,7.0809984,3.0826058,1.4311944295059767e-12,1.2829803365955452e-11,False
Gli1,7.079869,3.8592393,1.4429092647297026e-12,1.2928764240478361e-11,False
Clpb,7.0716624,0.7278866,1.530884891097121e-12,1.369780548420187e-11,False
Gjc1,7.062642,0.83122414,1.633662921439225e-12,1.4610595632441742e-11,False
Rrp7a,7.0517774,0.67408264,1.7664648929439195e-12,1.576147859489682e-11,False
M6pr,7.0509634,0.6892436,1.776830827153508e-12,1.5846582106659363e-11,False
Nek4,7.0458136,1.0121297,1.8438079678387513e-12,1.6436255564259833e-11,False
Adgra1,7.045282,4.0176487,1.8508611584179266e-12,1.6491448655009636e-11,False
Mbnl1,7.042624,0.53290194,1.886526041776606e-12,1.6793591587703472e-11,False
Vegfb,7.040863,0.42685708,1.910524377623015e-12,1.6999314766772146e-11,False
Agpat3,7.039684,0.6085544,1.926765937848964e-12,1.7135861191678124e-11,False
Trmt6,7.036461,0.5779701,1.971838062778474e-12,1.7512301013233045e-11,False
Cr1l,7.0359793,0.67225,1.9786639054648703e-12,1.756477202536742e-11,False
Ergic3,7.035099,0.4463288,1.9911986599535353e-12,1.7667849398632688e-11,False
Rnft1,7.0331388,1.2683636,2.019386648998798e-12,1.7909657588131602e-11,False
Dll4,7.028653,2.3995068,2.0853652439786653e-12,1.8477687687272072e-11,False
Pacsin3,7.028055,0.86506903,2.0943206243958793e-12,1.8548450916387198e-11,False
Gramd3,7.0255466,2.9942212,2.132296190066271e-12,1.8876048465161127e-11,False
Uqcrq,7.022108,0.25468883,2.1854549807846127e-12,1.9328753640127866e-11,False
Ndufb2,7.0033693,0.29343617,2.4987892801546904e-12,2.2069371496483904e-11,False
Tex264,7.0025887,1.2554811,2.5127592213485657e-12,2.2182517867799905e-11,False
Stoml2,7.001276,0.41249114,2.5364133819597345e-12,2.2381012317808834e-11,False
Cpne8,6.996043,4.112257,2.632921236811554e-12,2.3221879977574346e-11,False
Tmem216,6.9911427,0.99673253,2.7265621970533606e-12,2.4036699166008415e-11,False
Nthl1,6.988684,1.587717,2.774763975272573e-12,2.4450371879715365e-11,False
Gm26669,6.972919,2.015478,3.1043126379535693e-12,2.730397039420651e-11,False
Prkcsh,6.970942,0.4937561,3.1482532617348857e-12,2.7674825749707884e-11,False
Spcs1,6.9704437,0.3406029,3.1594266364230045e-12,2.7750466449977e-11,False
Fam92a,6.970045,0.35839844,3.168393324929631e-12,2.7816458644875322e-11,False
Cox7b,6.965643,0.2521231,3.269074568071603e-12,2.8674068816829706e-11,False
Mast4,6.9572372,1.4998443,3.4701076494474735e-12,3.036780535106319e-11,False
Prorsd1,6.9534163,1.3248783,3.5654467497093887e-12,3.118788178367824e-11,False
Anxa6,6.95227,1.6908382,3.594545979182278e-12,3.1428056416431986e-11,False
Smox,6.9497285,1.022726,3.6599034881910276e-12,3.195569929766792e-11,False
Scrg1,6.948034,3.0601807,3.70412098540703e-12,3.23270276058847e-11,False
Letm1,6.944512,0.7085572,3.7977062519316346e-12,3.308343193250776e-11,False
3830406C13Rik,6.9438643,0.8074576,3.815173095630531e-12,3.322047219166184e-11,False
Ift74,6.9425354,0.48682052,3.851249370100534e-12,3.351935502244389e-11,False
Peak1,6.9386477,1.8949932,3.958703223521825e-12,3.4438918634083734e-11,False
Haghl,6.9289794,0.85164326,4.238869563547942e-12,3.675927710772273e-11,False
Ccdc47,6.925474,0.4658674,4.3451691722918095e-12,3.766403658899137e-11,False
Zfp931,6.911055,1.349028,4.81062674896494e-12,4.158563023868111e-11,False
Ncbp2,6.906885,0.38244033,4.954102949511134e-12,4.2787263696161374e-11,False
Slc16a1,6.9056726,1.5715641,4.99661273937534e-12,4.313494416730024e-11,False
Gli3,6.8976154,1.1571162,5.288260205381412e-12,4.5611542168001284e-11,False
Tm7sf3,6.89617,1.0615059,5.3423130463670884e-12,4.6036258169482084e-11,False
Clu,6.896004,1.7220349,5.348560609878412e-12,4.606935261586991e-11,False
Nfu1,6.8950405,0.52997166,5.384937951001324e-12,4.6361820712647026e-11,False
Wdr60,6.8921003,1.2480543,5.497457336339266e-12,4.7266772668552206e-11,False
2210016L21Rik,6.8911204,0.47870225,5.535473427567256e-12,4.757226130678478e-11,False
Stx4a,6.8898907,0.85406655,5.58351904399903e-12,4.796363150049257e-11,False
Klf3,6.8893595,1.2403445,5.6044218977708165e-12,4.812159295712681e-11,False
Hacd2,6.8790097,0.82643497,6.026998670488872e-12,5.170359818668155e-11,False
Gaa,6.873611,1.292914,6.259681330215831e-12,5.3675645599910745e-11,False
Sft2d2,6.870222,2.9005938,6.410208071932616e-12,5.494176994568667e-11,False
Pabpc4,6.870139,0.86188555,6.4139416408407415e-12,5.494916251748028e-11,False
Mars2,6.858045,1.2432547,6.980918555972986e-12,5.97530412534736e-11,False
Bckdha,6.8573475,0.6666842,7.01508648555936e-12,6.001865902866364e-11,False
Tmem47,6.8458185,0.7631572,7.603981484558482e-12,6.496991144328785e-11,False
2310009B15Rik,6.8437586,0.65446883,7.714186303996657e-12,6.588211141106293e-11,False
Commd6,6.8369145,0.4776061,8.0917077508802e-12,6.901390135654908e-11,False
Fkbp1a,6.834489,0.27131116,8.229786684712322e-12,7.016030617314439e-11,False
Ptx3,6.833376,2.4384015,8.293921981379903e-12,7.067558895887354e-11,False
Plxnc1,6.832994,1.2908355,8.316051287981809e-12,7.083262376532437e-11,False
Cth,6.8279104,2.3085797,8.616030153996317e-12,7.33550716714126e-11,False
Cpq,6.827329,2.0902758,8.65100989215184e-12,7.362013264824102e-11,False
Pbdc1,6.8250866,0.3972832,8.78723987553344e-12,7.471300931934007e-11,False
Nacc2,6.824405,2.0235715,8.829027956500416e-12,7.500167157543785e-11,False
Ccdc191,6.824289,0.9761289,8.836181939691924e-12,7.502914203361302e-11,False
Orai1,6.8238072,1.6349066,8.865880422636695e-12,7.52479314451635e-11,False
B4galt6,6.822428,1.2776423,8.951421081397e-12,7.594026953761401e-11,False
Mrps6,6.822146,0.62083346,8.969040966739959e-12,7.60560368021427e-11,False
Abhd11,6.818026,0.6916544,9.229980796984475e-12,7.823410206974572e-11,False
Noc2l,6.809072,0.5860831,9.823018087473596e-12,8.31870545027244e-11,False
Ccdc58,6.80766,0.57364523,9.919885812688529e-12,8.397023200753903e-11,False
Tmem219,6.807311,0.8270039,9.943961634091421e-12,8.413681773425098e-11,False
Mri1,6.8034406,1.0486672,1.0214959806138042e-11,8.639156682707732e-11,False
Tm2d3,6.803125,0.5672666,1.0237374729561033e-11,8.6542895295525e-11,False
Timm21,6.802062,0.6117652,1.0313232718006135e-11,8.714567814124478e-11,False
Lppos,6.7945695,2.6072237,1.086363032155851e-11,9.171549215893618e-11,False
Il6st,6.7923603,1.3474658,1.1031366360810906e-11,9.304950232682236e-11,False
Pde4b,6.7809143,1.5707332,1.194176312521898e-11,1.0059568857991464e-10,False
Pycard,6.778356,1.2504327,1.2155096093629051e-11,1.0234772729255012e-10,False
Iqsec1,6.775881,2.4634743,1.2365053909416365e-11,1.0406981828158304e-10,False
Lzts1,6.774901,0.82818675,1.2449169781273979e-11,1.0473171887639678e-10,False
Lrp4,6.7729735,3.1736534,1.2616187623342974e-11,1.0599702147636576e-10,False
Ppat,6.7717943,0.63207245,1.2719494751964904e-11,1.0681808251770791e-10,False
Per3,6.7717276,1.1991649,1.2725339462128533e-11,1.0682029472178859e-10,False
Higd2a,6.766894,0.3922138,1.3157673905962936e-11,1.103043017460467e-10,False
Aco1,6.766395,0.81050366,1.320305409535842e-11,1.1063627510116673e-10,False
Rpl35a,6.765515,0.11274194,1.3283600696904298e-11,1.1126250929455203e-10,False
Ginm1,6.761345,0.77621555,1.3671640998288018e-11,1.1446261463964757e-10,False
Dph6,6.7600994,0.6164864,1.3789728419828351e-11,1.1540079240362694e-10,False
Ndufa7,6.7508297,0.20181538,1.4700220837954313e-11,1.2285918192908628e-10,False
Alpl,6.7485037,2.5285034,1.4937744799614384e-11,1.2478982877338267e-10,False
Nucb1,6.7434535,0.90395653,1.5466526935796604e-11,1.2915089835262268e-10,False
Pes1,6.742756,0.6371852,1.5541008774903757e-11,1.296597066010824e-10,False
Veph1,6.740231,4.535261,1.5813509591700527e-11,1.3187571245122283e-10,False
Pycrl,6.736377,0.53271693,1.6238476551790356e-11,1.35184081219972e-10,False
Rfc1,6.732772,0.41681117,1.6646078544972734e-11,1.3839674077855481e-10,False
Psmd3,6.7268248,0.3829108,1.7340529259902194e-11,1.4398281540358704e-10,False
Usp50,6.71709,0.7083054,1.853894380895848e-11,1.5360036604314128e-10,False
Vegfa,6.7146645,1.0039189,1.8849924111081942e-11,1.5604182420501612e-10,False
Mrps15,6.7139173,0.37669075,1.894679983416847e-11,1.5677596283015578e-10,False
Usp8,6.7111926,0.69667476,1.93040012722103e-11,1.5959364161936626e-10,False
Kcnn2,6.710711,0.6666073,1.936784737761375e-11,1.6005234497415785e-10,False
Tsfm,6.7098303,0.47589186,1.9485066295961805e-11,1.6095152517842598e-10,False
Maob,6.7095647,1.8951974,1.952058944071721e-11,1.6117539314317804e-10,False
Ddx24,6.7085514,0.327069,1.9656604074099195e-11,1.6222843698757418e-10,False
Crtc3,6.7009926,0.71731776,2.0700833389506978e-11,1.7055241077992857e-10,False
Btf3,6.686922,0.13382675,2.2791305664920754e-11,1.875334476014266e-10,False
Slc22a23,6.684181,2.6875713,2.3221946837036137e-11,1.909947746085237e-10,False
Polr2l,6.6807923,0.67522085,2.3765399827734458e-11,1.9538057873840626e-10,False
